Date	Time	uC Clock [ms]	Packet Number	Payload	RSSI [dBm]	Light [rel]	Humidity [%]	Temperature [C]
2017-11-30	18:49:04.658142	11599448	801	801 704 39.50 21.80 Decir adios es crecer	-97	704	39.50	21.80
2017-11-30	18:49:15.108912	11609896	802	802 719 39.60 21.80 Decir adios es crecer	-92	719	39.60	21.80
2017-11-30	18:49:25.559661	11620344	803	803 710 39.60 21.80 Decir adios es crecer	-97	710	39.60	21.80
2017-11-30	18:49:36.010448	11630793	804	804 716 39.50 21.80 Decir adios es crecer	-96	716	39.50	21.80
2017-11-30	18:49:46.461181	11641242	805	805 712 39.60 21.70 Decir adios es crecer	-89	712	39.60	21.70
2017-11-30	18:49:56.911971	11651690	806	806 711 40.10 21.70 Decir adios es crecer	-97	711	40.10	21.70
2017-11-30	18:50:07.362749	11662139	807	807 707 40.40 21.70 Decir adios es crecer	-96	707	40.40	21.70
2017-11-30	18:50:17.813480	11672587	808	808 706 40.30 21.60 Decir adios es crecer	-93	706	40.30	21.60
2017-11-30	18:50:28.264200	11683036	809	809 716 40.30 21.60 Decir adios es crecer	-93	716	40.30	21.60
2017-11-30	18:50:38.714911	11693485	810	810 719 40.40 21.60 Decir adios es crecer	-89	719	40.40	21.60
2017-11-30	18:50:49.165614	11703932	811	811 742 40.80 21.60 Decir adios es crecer	-88	742	40.80	21.60
2017-11-30	18:50:59.616397	11714381	812	812 733 41.00 21.60 Decir adios es crecer	-90	733	41.00	21.60
2017-11-30	18:51:10.067318	11724829	813	813 711 41.10 21.50 Decir adios es crecer	-90	711	41.10	21.50
2017-11-30	18:51:20.518229	11735278	814	814 736 41.30 21.50 Decir adios es crecer	-91	736	41.30	21.50
2017-11-30	18:52:03.103514	11777854	815	815 355 41.60 21.50 Decir adios es crecer	-98	355	41.60	21.50
2017-11-30	18:52:13.554363	11788303	816	816 373 42.20 21.60 Decir adios es crecer	-98	373	42.20	21.60
2017-11-30	18:52:24.005153	11798752	817	817 695 42.10 21.60 Decir adios es crecer	-95	695	42.10	21.60
2017-11-30	18:52:34.455853	11809200	818	818 712 41.70 21.60 Decir adios es crecer	-95	712	41.70	21.60
2017-11-30	18:52:44.906773	11819649	819	819 717 41.50 21.70 Decir adios es crecer	-95	717	41.50	21.70
2017-11-30	18:52:55.357525	11830096	820	820 731 41.00 21.70 Decir adios es crecer	-96	731	41.00	21.70
			821	    				
			822	    				
			823	    				
			824	    				
			825	    				
			826	    				
			827	    				
			828	    				
			829	    				
			830	    				
			831	    				
			832	    				
			833	    				
			834	    				
			835	    				
			836	    				
			837	    				
			838	    				
			839	    				
			840	    				
			841	    				
			842	    				
			843	    				
			844	    				
2017-11-30	19:06:18.699576	12622992	845	845 672 43.60 19.20 Decir adios es crecer	-98	672	43.60	19.20
2017-11-30	19:06:19.082695	12633153	846	846 674 43.80 19.00 Decir adios es crecer	-93	674	43.80	19.00
2017-11-30	19:06:29.037722	12643602	847	847 508 43.80 19.00 Decir adios es crecer	-98	508	43.80	19.00
2017-11-30	19:06:39.488840	12654051	848	848 722 43.40 19.00 Decir adios es crecer	-98	722	43.40	19.00
2017-11-30	19:06:49.939980	12664500	849	849 718 43.20 19.00 Decir adios es crecer	-91	718	43.20	19.00
2017-11-30	19:07:03.674795	12678232	850	850 716 43.40 19.10 Decir adios es crecer	-96	716	43.40	19.10
2017-11-30	19:07:14.126095	12688680	851	851 716 42.90 19.10 Decir adios es crecer	-96	716	42.90	19.10
			852	    				
2017-11-30	19:07:35.333544	12709578	853	853 715 42.90 19.20 Decir adios es crecer	-93	715	42.90	19.20
2017-11-30	19:07:45.479080	12720026	854	854 726 43.40 19.20 Decir adios es crecer	-98	726	43.40	19.20
2017-11-30	19:07:55.930150	12730475	855	855 697 43.50 19.30 Decir adios es crecer	-97	697	43.50	19.30
			856	    				
2017-11-30	19:08:17.544288	12751770	857	857 438 43.90 19.30 Decir adios es crecer	-99	438	43.90	19.30
			858	    				
			859	    				
2017-11-30	19:08:49.268081	12783116	860	860 492 45.30 19.40 Decir adios es crecer	-98	492	45.30	19.40
2017-11-30	19:08:59.033384	12793565	861	861 471 45.20 19.30 Decir adios es crecer	-99	471	45.20	19.30
2017-11-30	19:09:09.484274	12804013	862	862 437 45.20 19.30 Decir adios es crecer	-99	437	45.20	19.30
2017-11-30	19:09:19.935127	12814461	863	863 435 45.00 19.30 Decir adios es crecer	-99	435	45.00	19.30
2017-11-30	19:09:30.385936	12824910	864	864 450 44.80 19.30 Decir adios es crecer	-99	450	44.80	19.30
2017-11-30	19:09:40.836838	12835358	865	865 467 44.90 19.30 Decir adios es crecer	-98	467	44.90	19.30
2017-11-30	19:09:51.287640	12845807	866	866 443 44.90 19.20 Decir adios es crecer	-99	443	44.90	19.20
			867	    				
2017-11-30	19:10:12.497615	12866704	868	868 437 45.10 19.20 Decir adios es crecer	-99	437	45.10	19.20
			869	    				
2017-11-30	19:11:41.239875	12955389	870	870 119 45.80 19.10 Decir adios es crecer	-98	119	45.80	19.10
			871	    				
2017-11-30	19:12:02.115007	12976287	872	872 561 45.70 19.10 Decir adios es crecer	-99	561	45.70	19.10
2017-11-30	19:12:12.248789	12986736	873	873 462 45.40 19.10 Decir adios es crecer	-95	462	45.40	19.10
2017-11-30	19:12:22.699899	12997185	874	874 542 45.20 19.10 Decir adios es crecer	-93	542	45.20	19.10
2017-11-30	19:12:33.150999	13007634	875	875 496 45.20 19.00 Decir adios es crecer	-96	496	45.20	19.00
2017-11-30	19:12:43.602110	13018083	876	876 503 45.20 19.00 Decir adios es crecer	-91	503	45.20	19.00
2017-11-30	19:13:20.769402	13055242	877	877 566 45.40 19.00 Decir adios es crecer	-90	566	45.40	19.00
2017-11-30	19:13:31.220431	13065690	878	878 720 45.20 18.90 Decir adios es crecer	-94	720	45.20	18.90
2017-11-30	19:13:41.671546	13076139	879	879 512 45.30 19.00 Decir adios es crecer	-96	512	45.30	19.00
2017-11-30	19:13:52.122751	13086587	880	880 590 45.50 19.00 Decir adios es crecer	-89	590	45.50	19.00
2017-11-30	19:14:02.573868	13097036	881	881 641 45.80 18.90 Decir adios es crecer	-94	641	45.80	18.90
2017-11-30	19:14:13.025120	13107485	882	882 709 46.10 18.90 Decir adios es crecer	-92	709	46.10	18.90
2017-11-30	19:14:23.476427	13117934	883	883 661 46.30 19.00 Decir adios es crecer	-90	661	46.30	19.00
2017-11-30	19:14:33.927630	13128383	884	884 523 46.20 18.90 Decir adios es crecer	-92	523	46.20	18.90
2017-11-30	19:14:44.378918	13138832	885	885 524 46.10 18.90 Decir adios es crecer	-96	524	46.10	18.90
2017-11-30	19:14:54.830178	13149281	886	886 395 46.10 18.90 Decir adios es crecer	-88	395	46.10	18.90
2017-11-30	19:15:05.281531	13159730	887	887 373 46.30 18.90 Decir adios es crecer	-95	373	46.30	18.90
2017-11-30	19:15:15.732687	13170179	888	888 420 46.40 19.00 Decir adios es crecer	-88	420	46.40	19.00
2017-11-30	19:15:26.184098	13180627	889	889 578 46.30 18.90 Decir adios es crecer	-95	578	46.30	18.90
2017-11-30	19:15:36.635218	13191076	890	890 555 46.40 18.90 Decir adios es crecer	-91	555	46.40	18.90
2017-11-30	19:15:49.828893	13204268	891	891 679 46.50 18.90 Decir adios es crecer	-90	679	46.50	18.90
2017-11-30	19:16:00.280099	13214716	892	892 879 46.70 19.00 Decir adios es crecer	-84	879	46.70	19.00
2017-11-30	19:16:10.731347	13225165	893	893 697 46.80 19.00 Decir adios es crecer	-91	697	46.80	19.00
2017-11-30	19:16:21.182458	13235614	894	894 732 46.60 19.00 Decir adios es crecer	-89	732	46.60	19.00
2017-11-30	19:16:31.633553	13246063	895	895 745 46.50 19.00 Decir adios es crecer	-87	745	46.50	19.00
2017-11-30	19:17:16.180974	13290600	896	896 705 46.70 19.00 Decir adios es crecer	-93	705	46.70	19.00
2017-11-30	19:17:26.631972	13301049	897	897 621 46.80 19.20 Decir adios es crecer	-90	621	46.80	19.20
2017-11-30	19:17:37.082983	13311498	898	898 722 46.90 19.20 Decir adios es crecer	-86	722	46.90	19.20
2017-11-30	19:17:47.534116	13321947	899	899 679 46.90 19.30 Decir adios es crecer	-84	679	46.90	19.30
2017-11-30	19:17:57.985255	13332395	900	900 700 47.30 19.30 Decir adios es crecer	-93	700	47.30	19.30
2017-11-30	19:18:08.436457	13342843	901	901 704 47.60 19.40 Decir adios es crecer	-89	704	47.60	19.40
2017-11-30	19:18:18.887509	13353292	902	902 712 47.70 19.40 Decir adios es crecer	-91	712	47.70	19.40
2017-11-30	19:18:29.338494	13363741	903	903 705 48.00 19.50 Decir adios es crecer	-91	705	48.00	19.50
2017-11-30	19:18:39.791486	13374192	904	904 708 48.10 19.60 Decir adios es crecer	-89	708	48.10	19.60
2017-11-30	19:18:50.244440	13384642	905	905 715 48.10 19.60 Decir adios es crecer	-95	715	48.10	19.60
			906	    				
2017-11-30	19:19:11.469545	13405540	907	907 695 49.00 19.80 Decir adios es crecer	-94	695	49.00	19.80
2017-11-30	19:19:21.597823	13415989	908	908 707 48.40 19.80 Decir adios es crecer	-84	707	48.40	19.80
2017-11-30	19:19:32.048936	13426438	909	909 502 48.10 19.90 Decir adios es crecer	-84	502	48.10	19.90
2017-11-30	19:19:42.500075	13436887	910	910 578 47.80 20.00 Decir adios es crecer	-80	578	47.80	20.00
2017-11-30	19:19:52.951131	13447335	911	911 725 47.50 20.00 Decir adios es crecer	-83	725	47.50	20.00
2017-11-30	19:20:03.402244	13457784	912	912 717 47.30 20.10 Decir adios es crecer	-86	717	47.30	20.10
2017-11-30	19:20:13.853368	13468232	913	913 723 47.60 20.20 Decir adios es crecer	-88	723	47.60	20.20
2017-11-30	19:20:24.304595	13478681	914	914 705 47.50 20.30 Decir adios es crecer	-89	705	47.50	20.30
2017-11-30	19:21:13.793151	13528159	915	915 716 47.10 20.30 Decir adios es crecer	-94	716	47.10	20.30
2017-11-30	19:21:24.244166	13538608	916	916 449 44.10 20.60 Decir adios es crecer	-93	449	44.10	20.60
2017-11-30	19:21:34.695219	13549057	917	917 474 43.80 20.60 Decir adios es crecer	-90	474	43.80	20.60
2017-11-30	19:21:45.146318	13559505	918	918 419 43.90 20.60 Decir adios es crecer	-82	419	43.90	20.60
2017-11-30	19:21:55.597415	13569954	919	919 693 43.80 20.60 Decir adios es crecer	-86	693	43.80	20.60
2017-11-30	19:22:06.048389	13580403	920	920 706 43.30 20.70 Decir adios es crecer	-82	706	43.30	20.70
2017-11-30	19:22:16.499568	13590852	921	921 659 42.80 20.70 Decir adios es crecer	-86	659	42.80	20.70
2017-11-30	19:22:26.950717	13601301	922	922 646 42.80 20.70 Decir adios es crecer	-81	646	42.80	20.70
2017-11-30	19:22:37.402064	13611750	923	923 649 43.10 20.70 Decir adios es crecer	-82	649	43.10	20.70
2017-11-30	19:22:47.853147	13622199	924	924 693 43.50 20.70 Decir adios es crecer	-89	693	43.50	20.70
2017-11-30	19:22:58.304336	13632648	925	925 675 43.90 20.70 Decir adios es crecer	-96	675	43.90	20.70
2017-11-30	19:23:16.936041	13651275	926	926 706 44.20 20.80 Decir adios es crecer	-97	706	44.20	20.80
2017-11-30	19:23:27.387174	13661724	927	927 718 44.50 20.90 Decir adios es crecer	-96	718	44.50	20.90
2017-11-30	19:23:37.838145	13672172	928	928 717 43.80 20.90 Decir adios es crecer	-98	717	43.80	20.90
2017-11-30	19:23:48.289037	13682621	929	929 715 43.30 21.00 Decir adios es crecer	-98	715	43.30	21.00
2017-11-30	19:23:58.739997	13693070	930	930 696 43.30 21.10 Decir adios es crecer	-97	696	43.30	21.10
2017-11-30	19:24:09.190958	13703519	931	931 697 43.00 21.10 Decir adios es crecer	-97	697	43.00	21.10
2017-11-30	19:24:19.641997	13713967	932	932 710 43.10 21.10 Decir adios es crecer	-96	710	43.10	21.10
2017-11-30	19:24:30.092957	13724416	933	933 708 43.40 21.20 Decir adios es crecer	-87	708	43.40	21.20
2017-11-30	19:24:40.543952	13734864	934	934 686 43.80 21.30 Decir adios es crecer	-94	686	43.80	21.30
2017-11-30	19:24:50.994964	13745313	935	935 586 43.30 21.30 Decir adios es crecer	-86	586	43.30	21.30
2017-11-30	19:25:01.445971	13755762	936	936 643 43.60 21.40 Decir adios es crecer	-81	643	43.60	21.40
2017-11-30	19:25:11.896978	13766211	937	937 615 43.00 21.40 Decir adios es crecer	-84	615	43.00	21.40
2017-11-30	19:25:22.348002	13776659	938	938 653 43.00 21.50 Decir adios es crecer	-85	653	43.00	21.50
2017-11-30	19:25:32.799033	13787108	939	939 594 43.00 21.50 Decir adios es crecer	-83	594	43.00	21.50
2017-11-30	19:25:43.249928	13797557	940	940 665 43.30 21.60 Decir adios es crecer	-81	665	43.30	21.60
2017-11-30	19:26:08.113834	13822415	941	941 588 42.90 21.60 Decir adios es crecer	-81	588	42.90	21.60
2017-11-30	19:26:18.564764	13832864	942	942 588 42.90 21.60 Decir adios es crecer	-79	588	42.90	21.60
2017-11-30	19:26:29.015621	13843312	943	943 536 43.20 21.70 Decir adios es crecer	-78	536	43.20	21.70
2017-11-30	19:26:39.466568	13853761	944	944 619 43.40 21.70 Decir adios es crecer	-78	619	43.40	21.70
2017-11-30	19:26:49.917575	13864210	945	945 663 43.50 21.70 Decir adios es crecer	-75	663	43.50	21.70
2017-11-30	19:27:00.368617	13874659	946	946 689 43.70 21.70 Decir adios es crecer	-72	689	43.70	21.70
2017-11-30	19:27:10.819695	13885108	947	947 575 43.70 21.70 Decir adios es crecer	-73	575	43.70	21.70
2017-11-30	19:27:21.270761	13895557	948	948 660 43.70 21.70 Decir adios es crecer	-70	660	43.70	21.70
2017-11-30	19:27:31.721739	13906004	949	949 593 43.40 21.80 Decir adios es crecer	-76	593	43.40	21.80
2017-11-30	19:27:42.172720	13916453	950	950 612 43.40 21.80 Decir adios es crecer	-69	612	43.40	21.80
2017-11-30	19:27:52.623732	13926902	951	951 685 43.60 21.80 Decir adios es crecer	-83	685	43.60	21.80
2017-11-30	19:28:03.074714	13937351	952	952 708 43.80 21.80 Decir adios es crecer	-77	708	43.80	21.80
2017-11-30	19:28:13.525654	13947800	953	953 706 44.00 21.80 Decir adios es crecer	-78	706	44.00	21.80
2017-11-30	19:28:23.976623	13958248	954	954 711 44.20 21.80 Decir adios es crecer	-80	711	44.20	21.80
2017-11-30	19:28:34.427593	13968697	955	955 695 44.10 21.80 Decir adios es crecer	-83	695	44.10	21.80
2017-11-30	19:28:44.878655	13979146	956	956 466 44.20 21.90 Decir adios es crecer	-90	466	44.20	21.90
2017-11-30	19:28:55.329740	13989595	957	957 611 44.50 21.90 Decir adios es crecer	-78	611	44.50	21.90
2017-11-30	19:29:05.780848	14000044	958	958 532 44.60 21.90 Decir adios es crecer	-88	532	44.60	21.90
2017-11-30	19:29:16.231842	14010492	959	959 266 44.40 21.90 Decir adios es crecer	-94	266	44.40	21.90
2017-11-30	19:29:26.682811	14020941	960	960 630 44.40 22.00 Decir adios es crecer	-83	630	44.40	22.00
2017-11-30	19:29:37.133829	14031389	961	961 366 44.20 22.00 Decir adios es crecer	-89	366	44.20	22.00
2017-11-30	19:29:47.584795	14041838	962	962 681 43.90 22.00 Decir adios es crecer	-81	681	43.90	22.00
2017-11-30	19:29:58.035682	14052287	963	963 428 43.20 22.00 Decir adios es crecer	-87	428	43.20	22.00
2017-11-30	19:30:08.486517	14062736	964	964 436 42.40 22.00 Decir adios es crecer	-88	436	42.40	22.00
2017-11-30	19:30:18.937311	14073184	965	965 672 42.00 22.00 Decir adios es crecer	-88	672	42.00	22.00
2017-11-30	19:30:29.388230	14083633	966	966 678 41.60 21.90 Decir adios es crecer	-88	678	41.60	21.90
2017-11-30	19:30:39.839177	14094082	967	967 411 41.20 22.00 Decir adios es crecer	-81	411	41.20	22.00
2017-11-30	19:30:50.290320	14104530	968	968 380 41.10 21.90 Decir adios es crecer	-88	380	41.10	21.90
2017-11-30	19:31:00.741430	14114979	969	969 344 41.10 21.90 Decir adios es crecer	-89	344	41.10	21.90
2017-11-30	19:31:11.192512	14125428	970	970 340 41.10 21.90 Decir adios es crecer	-79	340	41.10	21.90
2017-11-30	19:31:21.643488	14135876	971	971 254 40.70 21.80 Decir adios es crecer	-82	254	40.70	21.80
2017-11-30	19:31:32.094398	14146325	972	972 240 40.80 21.80 Decir adios es crecer	-80	240	40.80	21.80
2017-11-30	19:31:42.545274	14156774	973	973 277 40.50 21.80 Decir adios es crecer	-73	277	40.50	21.80
2017-11-30	19:31:52.996260	14167223	974	974 410 40.50 21.70 Decir adios es crecer	-76	410	40.50	21.70
2017-11-30	19:32:03.447335	14177672	975	975 679 40.50 21.70 Decir adios es crecer	-73	679	40.50	21.70
2017-11-30	19:32:13.898197	14188120	976	976 432 40.70 21.70 Decir adios es crecer	-80	432	40.70	21.70
2017-11-30	19:32:24.349092	14198568	977	977 501 41.00 21.60 Decir adios es crecer	-78	501	41.00	21.60
2017-11-30	19:32:34.799986	14209017	978	978 551 41.20 21.60 Decir adios es crecer	-70	551	41.20	21.60
2017-11-30	19:32:45.250910	14219466	979	979 685 41.50 21.60 Decir adios es crecer	-72	685	41.50	21.60
2017-11-30	19:32:55.701831	14229914	980	980 688 41.50 21.60 Decir adios es crecer	-72	688	41.50	21.60
2017-11-30	19:33:06.152779	14240363	981	981 690 41.50 21.60 Decir adios es crecer	-74	690	41.50	21.60
2017-11-30	19:33:16.603697	14250812	982	982 697 41.50 21.60 Decir adios es crecer	-76	697	41.50	21.60
2017-11-30	19:33:27.054538	14261261	983	983 452 41.70 21.60 Decir adios es crecer	-74	452	41.70	21.60
2017-11-30	19:33:37.505473	14271710	984	984 689 41.30 21.60 Decir adios es crecer	-69	689	41.30	21.60
2017-11-30	19:33:47.956418	14282158	985	985 676 41.20 21.70 Decir adios es crecer	-78	676	41.20	21.70
2017-11-30	19:33:58.407280	14292606	986	986 391 41.00 21.70 Decir adios es crecer	-76	391	41.00	21.70
2017-11-30	19:34:08.858056	14303055	987	987 441 40.80 21.60 Decir adios es crecer	-77	441	40.80	21.60
2017-11-30	19:34:19.308852	14313503	988	988 666 40.80 21.60 Decir adios es crecer	-87	666	40.80	21.60
2017-11-30	19:34:29.759677	14323952	989	989 444 40.80 21.70 Decir adios es crecer	-79	444	40.80	21.70
2017-11-30	19:34:40.210608	14334401	990	990 636 40.90 21.70 Decir adios es crecer	-76	636	40.90	21.70
2017-11-30	19:34:50.661475	14344850	991	991 448 41.00 21.70 Decir adios es crecer	-79	448	41.00	21.70
2017-11-30	19:35:01.112352	14355298	992	992 632 41.00 21.70 Decir adios es crecer	-82	632	41.00	21.70
2017-11-30	19:35:11.563190	14365747	993	993 352 41.00 21.70 Decir adios es crecer	-84	352	41.00	21.70
2017-11-30	19:35:22.014108	14376196	994	994 329 41.20 21.70 Decir adios es crecer	-91	329	41.20	21.70
2017-11-30	19:35:32.465078	14386644	995	995 272 41.40 21.60 Decir adios es crecer	-82	272	41.40	21.60
2017-11-30	19:35:42.915969	14397092	996	996 360 41.50 21.60 Decir adios es crecer	-83	360	41.50	21.60
2017-11-30	19:35:53.366896	14407541	997	997 697 41.50 21.60 Decir adios es crecer	-83	697	41.50	21.60
2017-11-30	19:36:03.817651	14417990	998	998 692 41.60 21.60 Decir adios es crecer	-77	692	41.60	21.60
2017-11-30	19:36:14.268598	14428439	999	999 706 41.90 21.70 Decir adios es crecer	-85	706	41.90	21.70
2017-11-30	19:36:24.721858	14438888	1000	1000 677 42.30 21.70 Decir adios es crecer	-85	677	42.30	21.70
2017-11-30	19:36:35.173188	14449337	1001	1001 689 41.70 21.70 Decir adios es crecer	-83	689	41.70	21.70
2017-11-30	19:36:45.624456	14459786	1002	1002 670 41.00 21.70 Decir adios es crecer	-82	670	41.00	21.70
2017-11-30	19:36:56.075837	14470235	1003	1003 429 40.50 21.70 Decir adios es crecer	-79	429	40.50	21.70
2017-11-30	19:37:06.527078	14480684	1004	1004 608 40.30 21.60 Decir adios es crecer	-74	608	40.30	21.60
2017-11-30	19:37:16.978320	14491132	1005	1005 440 40.30 21.60 Decir adios es crecer	-66	440	40.30	21.60
2017-11-30	19:37:27.429555	14501582	1006	1006 429 40.20 21.60 Decir adios es crecer	-61	429	40.20	21.60
2017-11-30	19:37:37.881004	14512031	1007	1007 733 39.90 21.50 Decir adios es crecer	-71	733	39.90	21.50
2017-11-30	19:37:48.332426	14522480	1008	1008 300 39.90 21.50 Decir adios es crecer	-51	300	39.90	21.50
2017-11-30	19:37:58.783638	14532929	1009	1009 220 40.00 21.40 Decir adios es crecer	-61	220	40.00	21.40
2017-11-30	19:38:09.233860	14543378	1010	1010 51 40.30 21.40 Decir adios es crecer	-37	51	40.30	21.40
2017-11-30	19:38:19.685033	14553827	1011	1011 95 40.40 21.30 Decir adios es crecer	-45	95	40.40	21.30
2017-11-30	19:38:30.136390	14564277	1012	1012 61 40.70 21.30 Decir adios es crecer	-50	61	40.70	21.30
2017-11-30	19:38:40.588834	14574726	1013	1013 194 41.30 21.30 Decir adios es crecer	-48	194	41.30	21.30
2017-11-30	19:38:51.040186	14585175	1014	1014 401 41.90 21.30 Decir adios es crecer	-37	401	41.90	21.30
2017-11-30	19:39:01.491461	14595623	1015	1015 118 41.90 21.20 Decir adios es crecer	-38	118	41.90	21.20
2017-11-30	19:39:11.942816	14606073	1016	1016 213 42.30 21.20 Decir adios es crecer	-39	213	42.30	21.20
2017-11-30	19:39:22.393936	14616522	1017	1017 225 42.60 21.30 Decir adios es crecer	-26	225	42.60	21.30
2017-11-30	19:39:32.845069	14626971	1018	1018 227 42.60 21.30 Decir adios es crecer	-26	227	42.60	21.30
2017-11-30	19:39:43.296472	14637420	1019	1019 226 42.50 21.30 Decir adios es crecer	-26	226	42.50	21.30
2017-11-30	19:39:53.747898	14647869	1020	1020 225 42.30 21.30 Decir adios es crecer	-26	225	42.30	21.30
2017-11-30	19:40:04.199271	14658319	1021	1021 225 42.40 21.40 Decir adios es crecer	-27	225	42.40	21.40
2017-11-30	19:40:14.650687	14668768	1022	1022 226 42.30 21.40 Decir adios es crecer	-29	226	42.30	21.40
2017-11-30	19:40:25.102045	14679217	1023	1023 225 42.20 21.40 Decir adios es crecer	-30	225	42.20	21.40
